id,Gender,Age,CustomerType
95474,Female,74,Loyal Customer
79031,Male,74,Loyal Customer
68971,Male,74,Loyal Customer
7061,Female,74,Loyal Customer
33623,Male,74,Loyal Customer
9148,Male,74,Loyal Customer
23151,Female,74,Loyal Customer
959,Female,74,Loyal Customer
103399,Male,74,Loyal Customer
66168,Male,74,Loyal Customer
92500,Male,74,Loyal Customer
29448,Male,74,Loyal Customer
57621,Female,74,Loyal Customer
102308,Female,74,Loyal Customer
68672,Male,74,Loyal Customer
109730,Male,74,Loyal Customer
129434,Male,74,Loyal Customer
5085,Female,74,Loyal Customer
35416,Female,74,Loyal Customer
15464,Female,73,Loyal Customer
73570,Female,73,Loyal Customer
6456,Male,73,Loyal Customer
111803,Female,73,Loyal Customer
97356,Female,73,Loyal Customer
75029,Female,73,Loyal Customer
82615,Female,73,Loyal Customer
44129,Male,73,Loyal Customer
115511,Male,73,Loyal Customer
10440,Female,73,Loyal Customer
90671,Female,73,Loyal Customer
85972,Female,73,Loyal Customer
29835,Female,73,Loyal Customer
88386,Male,73,Loyal Customer
1722,Female,73,Loyal Customer
2752,Male,73,Loyal Customer
102694,Female,73,Loyal Customer
42615,Male,73,Loyal Customer
122025,Female,73,Loyal Customer
99947,Male,73,Loyal Customer
32708,Male,73,Loyal Customer
34448,Male,73,Loyal Customer
90850,Male,73,Loyal Customer
28383,Male,73,Loyal Customer
772,Female,73,Loyal Customer
8883,Male,73,disloyal Customer
114777,Male,73,Loyal Customer
86194,Female,73,Loyal Customer
42046,Female,73,Loyal Customer
65007,Male,73,Loyal Customer
119418,Male,73,Loyal Customer
46242,Female,73,Loyal Customer
112710,Female,73,Loyal Customer
36031,Female,73,Loyal Customer
47417,Female,72,Loyal Customer
25816,Male,72,Loyal Customer
60874,Male,72,Loyal Customer
109,Female,72,Loyal Customer
64812,Female,72,Loyal Customer
117054,Female,72,Loyal Customer
21095,Male,72,Loyal Customer
48156,Male,72,Loyal Customer
122552,Female,72,Loyal Customer
127480,Female,72,Loyal Customer
85603,Female,72,Loyal Customer
14879,Male,72,Loyal Customer
100041,Female,72,Loyal Customer
72790,Male,72,Loyal Customer
104065,Female,72,Loyal Customer
78002,Male,72,Loyal Customer
125000,Male,72,Loyal Customer
23097,Female,72,Loyal Customer
62172,Female,72,Loyal Customer
7770,Female,72,Loyal Customer
96851,Female,72,Loyal Customer
120936,Female,72,Loyal Customer
39719,Female,72,Loyal Customer
82695,Male,72,Loyal Customer
124536,Female,72,Loyal Customer
96590,Male,72,Loyal Customer
2862,Male,72,Loyal Customer
126251,Female,72,Loyal Customer
75709,Female,72,Loyal Customer
24137,Female,72,Loyal Customer
84481,Male,72,Loyal Customer
77625,Female,72,Loyal Customer
42271,Female,72,Loyal Customer
77114,Male,72,disloyal Customer
125501,Female,72,Loyal Customer
18603,Male,72,Loyal Customer
112371,Female,72,Loyal Customer
117372,Female,72,disloyal Customer
78932,Male,72,Loyal Customer
125099,Female,72,Loyal Customer
18113,Female,72,Loyal Customer
82276,Male,72,Loyal Customer
4737,Female,72,Loyal Customer
39812,Male,72,Loyal Customer
119511,Male,72,Loyal Customer
90616,Female,72,Loyal Customer
94016,Female,72,Loyal Customer
113032,Male,72,Loyal Customer
2986,Male,72,Loyal Customer
6275,Female,72,Loyal Customer
96507,Female,72,Loyal Customer
76383,Female,72,Loyal Customer
107860,Female,72,disloyal Customer
38542,Female,72,Loyal Customer
105777,Male,72,Loyal Customer
8768,Male,72,Loyal Customer
68739,Male,72,Loyal Customer
45399,Male,72,Loyal Customer
10401,Male,72,Loyal Customer
89682,Female,72,Loyal Customer
90845,Female,72,Loyal Customer
83315,Female,72,Loyal Customer
51681,Female,72,Loyal Customer
45472,Female,72,Loyal Customer
18598,Female,72,Loyal Customer
124963,Female,72,Loyal Customer
99659,Female,72,Loyal Customer
7383,Female,72,disloyal Customer
101795,Male,72,Loyal Customer
27500,Male,72,disloyal Customer
55303,Female,72,Loyal Customer
74617,Male,72,Loyal Customer
103055,Male,72,Loyal Customer
129379,Female,72,Loyal Customer
120417,Female,72,Loyal Customer
109033,Female,72,Loyal Customer
110788,Male,72,disloyal Customer
76578,Male,72,Loyal Customer
26648,Male,72,Loyal Customer
90061,Female,72,Loyal Customer
115840,Male,72,Loyal Customer
25296,Female,72,Loyal Customer
8343,Male,72,Loyal Customer
54594,Male,72,Loyal Customer
35337,Female,72,Loyal Customer
13134,Female,72,Loyal Customer
3637,Male,72,Loyal Customer
45222,Male,72,Loyal Customer
67156,Male,72,Loyal Customer
118340,Female,72,Loyal Customer
91465,Female,72,Loyal Customer
111880,Female,72,Loyal Customer
109194,Male,72,Loyal Customer
71852,Female,72,Loyal Customer
7212,Female,72,Loyal Customer
56906,Female,72,Loyal Customer
52316,Male,72,Loyal Customer
61679,Male,72,Loyal Customer
37509,Male,72,Loyal Customer
6855,Male,72,Loyal Customer
40022,Male,72,Loyal Customer
6515,Male,72,Loyal Customer
3890,Female,72,Loyal Customer
86186,Female,72,Loyal Customer
95875,Female,72,Loyal Customer
22413,Male,72,Loyal Customer
3542,Male,72,disloyal Customer
83463,Female,72,Loyal Customer
10791,Female,72,Loyal Customer
127958,Male,72,disloyal Customer
86406,Male,72,Loyal Customer
93098,Male,72,Loyal Customer
111883,Male,72,Loyal Customer
2072,Male,72,Loyal Customer
62152,Female,72,Loyal Customer
43866,Female,72,Loyal Customer
52879,Female,72,Loyal Customer
85790,Male,72,Loyal Customer
8992,Male,72,Loyal Customer
55683,Female,72,Loyal Customer
48364,Female,72,Loyal Customer
52599,Female,72,Loyal Customer
129739,Female,72,Loyal Customer
68220,Male,72,Loyal Customer
83369,Male,72,Loyal Customer
27502,Female,72,Loyal Customer
12589,Female,72,Loyal Customer
49706,Male,72,Loyal Customer
82686,Female,72,Loyal Customer
96570,Female,72,disloyal Customer
45395,Female,72,Loyal Customer
37421,Female,72,Loyal Customer
47633,Female,72,Loyal Customer
99797,Female,72,Loyal Customer
93736,Female,72,disloyal Customer
55633,Male,72,Loyal Customer
93818,Male,72,Loyal Customer
118674,Male,72,Loyal Customer
115656,Male,72,Loyal Customer
4122,Female,71,Loyal Customer
37459,Female,71,Loyal Customer
46485,Female,71,Loyal Customer
45919,Female,71,Loyal Customer
65003,Male,71,Loyal Customer
26782,Male,71,Loyal Customer
204,Female,71,Loyal Customer
61073,Male,71,Loyal Customer
90138,Female,71,Loyal Customer
75405,Male,71,disloyal Customer
40456,Female,71,Loyal Customer
87081,Female,71,Loyal Customer
46604,Female,71,Loyal Customer
72526,Female,71,Loyal Customer
89599,Female,71,Loyal Customer
56255,Male,71,Loyal Customer
80953,Male,71,Loyal Customer
16734,Male,71,Loyal Customer
111640,Male,71,Loyal Customer
7417,Female,71,Loyal Customer
127341,Male,71,Loyal Customer
47046,Female,71,Loyal Customer
72397,Female,71,Loyal Customer
74631,Male,71,Loyal Customer
14995,Female,71,Loyal Customer
44183,Male,71,Loyal Customer
107056,Female,71,Loyal Customer
42515,Male,71,Loyal Customer
90807,Female,71,Loyal Customer
8193,Female,71,Loyal Customer
88329,Female,71,Loyal Customer
79610,Male,71,Loyal Customer
99179,Female,71,Loyal Customer
64349,Male,71,disloyal Customer
89425,Female,71,Loyal Customer
29449,Male,71,Loyal Customer
49584,Female,71,Loyal Customer
84472,Male,71,Loyal Customer
111974,Male,71,Loyal Customer
69420,Male,71,Loyal Customer
89677,Female,71,Loyal Customer
97793,Female,71,Loyal Customer
20494,Male,71,Loyal Customer
23230,Female,71,Loyal Customer
102335,Male,71,Loyal Customer
14875,Female,71,Loyal Customer
33758,Male,71,Loyal Customer
100012,Female,71,Loyal Customer
117116,Male,71,Loyal Customer
16484,Male,71,Loyal Customer
38102,Male,71,disloyal Customer
44402,Male,71,Loyal Customer
47853,Female,71,Loyal Customer
63135,Female,71,Loyal Customer
101497,Female,71,Loyal Customer
90849,Male,71,Loyal Customer
102229,Male,71,Loyal Customer
78190,Female,70,Loyal Customer
89316,Female,70,Loyal Customer
6362,Male,70,Loyal Customer
82593,Male,70,disloyal Customer
94542,Female,70,Loyal Customer
49307,Male,70,Loyal Customer
58337,Female,70,Loyal Customer
69577,Female,70,Loyal Customer
57408,Female,70,disloyal Customer
42016,Female,70,Loyal Customer
109783,Female,70,Loyal Customer
12618,Female,70,Loyal Customer
101262,Male,70,Loyal Customer
102614,Female,70,Loyal Customer
79390,Male,70,Loyal Customer
79913,Female,70,Loyal Customer
51651,Male,70,Loyal Customer
90402,Male,70,Loyal Customer
29014,Female,70,Loyal Customer
90390,Female,70,Loyal Customer
94756,Male,70,Loyal Customer
27814,Female,70,Loyal Customer
120661,Female,70,Loyal Customer
43606,Male,70,Loyal Customer
40225,Female,70,Loyal Customer
104690,Male,70,Loyal Customer
107245,Female,70,Loyal Customer
110537,Male,70,Loyal Customer
78184,Male,70,Loyal Customer
77756,Male,70,Loyal Customer
8448,Male,70,Loyal Customer
63141,Male,70,Loyal Customer
3453,Female,70,Loyal Customer
92809,Female,70,Loyal Customer
121871,Male,70,Loyal Customer
123136,Male,70,Loyal Customer
70038,Female,70,Loyal Customer
103835,Male,70,Loyal Customer
18353,Female,70,Loyal Customer
40403,Female,70,Loyal Customer
66627,Female,70,Loyal Customer
86100,Female,70,Loyal Customer
123579,Male,70,Loyal Customer
8934,Female,70,Loyal Customer
64513,Male,70,Loyal Customer
7609,Male,70,Loyal Customer
30445,Male,70,Loyal Customer
111040,Male,70,Loyal Customer
4576,Male,70,Loyal Customer
108590,Male,70,Loyal Customer
40109,Female,70,Loyal Customer
126179,Male,70,Loyal Customer
63148,Male,70,Loyal Customer
98901,Female,70,Loyal Customer
31988,Female,70,Loyal Customer
18290,Male,70,Loyal Customer
19559,Male,70,Loyal Customer
25290,Female,70,Loyal Customer
87353,Male,70,Loyal Customer
30794,Female,70,Loyal Customer
113239,Male,70,Loyal Customer
46541,Male,70,Loyal Customer
88473,Male,70,Loyal Customer
116846,Male,70,Loyal Customer
129280,Female,70,Loyal Customer
115605,Female,70,Loyal Customer
73950,Male,70,Loyal Customer
10406,Female,70,Loyal Customer
88439,Male,70,Loyal Customer
77931,Male,70,Loyal Customer
92305,Male,70,Loyal Customer
6217,Male,70,Loyal Customer
94960,Male,70,Loyal Customer
73255,Male,70,Loyal Customer
98328,Female,70,Loyal Customer
78616,Female,70,Loyal Customer
47590,Male,70,Loyal Customer
19150,Male,70,Loyal Customer
40532,Male,70,Loyal Customer
36599,Female,70,Loyal Customer
118954,Female,70,Loyal Customer
37151,Male,70,Loyal Customer
16632,Female,70,Loyal Customer
121971,Female,70,disloyal Customer
114458,Female,70,Loyal Customer
4341,Female,70,Loyal Customer
94102,Male,70,Loyal Customer
118188,Male,70,Loyal Customer
87555,Male,70,Loyal Customer
21788,Male,70,Loyal Customer
14619,Male,70,Loyal Customer
101363,Male,70,Loyal Customer
85601,Female,70,Loyal Customer
94433,Female,70,Loyal Customer
98410,Male,70,disloyal Customer
97532,Female,70,disloyal Customer
66805,Female,70,Loyal Customer
95682,Male,70,Loyal Customer
87938,Male,70,Loyal Customer
96133,Female,70,Loyal Customer
101776,Male,70,Loyal Customer
2061,Male,70,disloyal Customer
9285,Female,70,Loyal Customer
47257,Male,70,Loyal Customer
18227,Male,70,Loyal Customer
93147,Female,70,Loyal Customer
75593,Male,70,Loyal Customer
19044,Male,70,Loyal Customer
104162,Female,70,Loyal Customer
32557,Male,70,Loyal Customer
45578,Male,70,Loyal Customer
120096,Male,70,Loyal Customer
4948,Female,70,Loyal Customer
69411,Female,70,Loyal Customer
53783,Male,70,Loyal Customer
47113,Female,70,Loyal Customer
47737,Female,70,Loyal Customer
14121,Female,70,Loyal Customer
44577,Female,70,Loyal Customer
68203,Male,70,Loyal Customer
50238,Male,70,Loyal Customer
24402,Male,70,Loyal Customer
114075,Male,70,Loyal Customer
125749,Female,70,Loyal Customer
34759,Female,70,Loyal Customer
69552,Female,70,Loyal Customer
45007,Female,70,Loyal Customer
119133,Male,70,Loyal Customer
76600,Male,70,Loyal Customer
18775,Female,70,Loyal Customer
34100,Male,70,Loyal Customer
89288,Male,70,Loyal Customer
105609,Male,70,Loyal Customer
48628,Female,70,Loyal Customer
125618,Female,70,Loyal Customer
113529,Male,70,disloyal Customer
948,Male,70,Loyal Customer
48833,Female,70,Loyal Customer
61198,Male,69,Loyal Customer
9064,Male,69,Loyal Customer
104955,Male,69,Loyal Customer
113510,Male,69,Loyal Customer
19409,Female,69,Loyal Customer
40181,Male,69,Loyal Customer
70888,Female,69,Loyal Customer
24834,Female,69,Loyal Customer
121548,Female,69,Loyal Customer
16733,Male,69,Loyal Customer
32007,Female,69,Loyal Customer
92251,Female,69,Loyal Customer
75973,Male,69,Loyal Customer
209,Female,69,Loyal Customer
47876,Male,69,Loyal Customer
114540,Male,69,Loyal Customer
101422,Female,69,Loyal Customer
129428,Female,69,Loyal Customer
128797,Male,69,Loyal Customer
47579,Female,69,Loyal Customer
41565,Male,69,Loyal Customer
115236,Female,69,Loyal Customer
5780,Female,69,Loyal Customer
102064,Male,69,Loyal Customer
26366,Female,69,Loyal Customer
107651,Female,69,Loyal Customer
99376,Female,69,Loyal Customer
46422,Female,69,Loyal Customer
112321,Female,69,Loyal Customer
53660,Male,69,Loyal Customer
68832,Male,69,Loyal Customer
60220,Male,69,Loyal Customer
62305,Male,69,Loyal Customer
78203,Female,69,Loyal Customer
44807,Female,69,Loyal Customer
21394,Male,69,Loyal Customer
101012,Male,69,Loyal Customer
87947,Female,69,Loyal Customer
32278,Male,69,Loyal Customer
125621,Male,69,Loyal Customer
96227,Female,69,Loyal Customer
2835,Male,69,disloyal Customer
72746,Female,69,Loyal Customer
32516,Male,69,Loyal Customer
48776,Male,69,Loyal Customer
125057,Female,69,Loyal Customer
13085,Female,69,Loyal Customer
33776,Male,69,Loyal Customer
6306,Male,69,Loyal Customer
2130,Male,69,Loyal Customer
94109,Male,69,Loyal Customer
30774,Male,69,Loyal Customer
49976,Female,69,Loyal Customer
32809,Male,69,Loyal Customer
68541,Male,69,Loyal Customer
39208,Female,69,Loyal Customer
14536,Male,69,Loyal Customer
79134,Female,69,Loyal Customer
12221,Female,69,Loyal Customer
14015,Male,69,Loyal Customer
8174,Male,69,Loyal Customer
100597,Male,69,Loyal Customer
10894,Female,69,Loyal Customer
128430,Female,69,Loyal Customer
92614,Male,69,disloyal Customer
32205,Female,69,Loyal Customer
20252,Male,69,Loyal Customer
106698,Female,69,Loyal Customer
68554,Female,69,Loyal Customer
23517,Female,69,Loyal Customer
40568,Male,69,Loyal Customer
39009,Male,69,Loyal Customer
62944,Male,69,Loyal Customer
5083,Female,69,Loyal Customer
48509,Female,69,Loyal Customer
20416,Female,69,Loyal Customer
85952,Male,69,Loyal Customer
40815,Male,69,Loyal Customer
19804,Male,69,Loyal Customer
44672,Male,69,Loyal Customer
12050,Female,69,Loyal Customer
58724,Male,69,Loyal Customer
139,Female,69,Loyal Customer
4845,Female,69,Loyal Customer
120556,Female,69,Loyal Customer
56491,Male,69,Loyal Customer
76337,Female,69,Loyal Customer
48276,Male,69,disloyal Customer
72965,Female,69,Loyal Customer
101083,Male,69,Loyal Customer
114569,Male,69,Loyal Customer
94386,Female,69,Loyal Customer
50106,Male,69,Loyal Customer
103187,Male,69,Loyal Customer
1045,Male,69,Loyal Customer
94677,Female,69,Loyal Customer
107864,Male,69,Loyal Customer
97944,Male,69,Loyal Customer
73835,Male,69,Loyal Customer
27155,Male,69,Loyal Customer
84250,Female,69,Loyal Customer
5162,Male,69,disloyal Customer
47260,Female,69,Loyal Customer
58904,Male,69,Loyal Customer
36506,Female,69,Loyal Customer
125579,Male,69,Loyal Customer
97048,Male,69,Loyal Customer
114000,Male,69,Loyal Customer
104171,Male,69,Loyal Customer
3244,Male,69,Loyal Customer
54681,Female,69,Loyal Customer
93821,Male,69,Loyal Customer
94513,Female,69,Loyal Customer
32556,Female,69,Loyal Customer
43060,Female,69,Loyal Customer
99374,Male,69,Loyal Customer
110380,Female,69,Loyal Customer
64638,Male,69,disloyal Customer
14267,Female,69,Loyal Customer
110277,Female,69,Loyal Customer
63537,Male,69,Loyal Customer
94409,Female,69,Loyal Customer
124686,Female,69,Loyal Customer
122715,Female,69,Loyal Customer
15659,Male,69,Loyal Customer
78679,Male,69,Loyal Customer
103832,Male,69,Loyal Customer
9751,Female,69,Loyal Customer
100789,Female,69,Loyal Customer
34004,Male,69,Loyal Customer
48037,Female,69,Loyal Customer
27803,Male,69,Loyal Customer
23770,Female,69,Loyal Customer
45747,Female,69,Loyal Customer
96848,Male,69,Loyal Customer
80781,Female,69,Loyal Customer
102857,Female,69,disloyal Customer
88232,Female,69,Loyal Customer
125994,Male,69,Loyal Customer
90156,Male,69,Loyal Customer
126242,Male,69,Loyal Customer
88774,Male,69,Loyal Customer
129037,Male,69,Loyal Customer
55566,Male,69,Loyal Customer
41211,Female,69,Loyal Customer
94973,Female,69,Loyal Customer
118668,Male,69,Loyal Customer
49233,Male,69,Loyal Customer
15353,Male,69,Loyal Customer
86102,Male,69,Loyal Customer
71498,Female,69,Loyal Customer
66523,Female,69,Loyal Customer
46575,Male,69,Loyal Customer
388,Male,69,Loyal Customer
41657,Male,69,Loyal Customer
72083,Female,69,Loyal Customer
107376,Female,69,Loyal Customer
57973,Male,69,Loyal Customer
52340,Female,68,Loyal Customer
12379,Male,68,Loyal Customer
71141,Female,68,Loyal Customer
54034,Female,68,Loyal Customer
125562,Female,68,Loyal Customer
4543,Female,68,Loyal Customer
24236,Male,68,Loyal Customer
39172,Male,68,Loyal Customer
18505,Female,68,Loyal Customer
41749,Female,68,Loyal Customer
36255,Male,68,Loyal Customer
9576,Female,68,Loyal Customer
124087,Male,68,Loyal Customer
18026,Female,68,Loyal Customer
18335,Female,68,Loyal Customer
124998,Female,68,Loyal Customer
120339,Male,68,Loyal Customer
122137,Female,68,Loyal Customer
114927,Female,68,Loyal Customer
27217,Female,68,Loyal Customer
116847,Male,68,Loyal Customer
115420,Male,68,Loyal Customer
64136,Male,68,Loyal Customer
31453,Male,68,Loyal Customer
11682,Female,68,Loyal Customer
115121,Male,68,Loyal Customer
57240,Female,68,Loyal Customer
91688,Female,68,Loyal Customer
23945,Female,68,Loyal Customer
60901,Male,68,Loyal Customer
28954,Male,68,Loyal Customer
113565,Female,68,Loyal Customer
9526,Male,68,Loyal Customer
120518,Female,68,Loyal Customer
114512,Male,68,Loyal Customer
17504,Female,68,Loyal Customer
71801,Female,68,Loyal Customer
6450,Male,68,Loyal Customer
115854,Male,68,Loyal Customer
