loss,accuracy,val_loss,val_accuracy
0.12093532085418701,0.9579868316650391,0.12090618163347244,0.957730233669281
0.12078391760587692,0.9578499794006348,0.12227538228034973,0.9578841924667358
0.12080472707748413,0.9575591087341309,0.12315259128808975,0.9574222564697266
0.12081141024827957,0.9579440951347351,0.11951885372400284,0.9584231376647949
0.12067683041095734,0.9578585624694824,0.12193486839532852,0.9571912288665771
0.12059660255908966,0.9578670859336853,0.12268885225057602,0.9552664160728455
0.120475172996521,0.957730233669281,0.12134992331266403,0.9576532244682312
0.12042757123708725,0.9579783082008362,0.12360865622758865,0.957268238067627
0.12040076404809952,0.9576788544654846,0.12068501859903336,0.9590390920639038
0.12042957544326782,0.9574393630027771,0.12269613146781921,0.9578841924667358
0.12019440531730652,0.957584798336029,0.12034741789102554,0.9583461880683899
0.12039463967084885,0.9577131271362305,0.12092427909374237,0.9583461880683899
0.12037478387355804,0.9579012989997864,0.11981581896543503,0.958885133266449
0.12041113525629044,0.9579612016677856,0.12173394858837128,0.9574222564697266
0.12012147903442383,0.957405149936676,0.12233828008174896,0.9574222564697266
0.12015115469694138,0.9577644467353821,0.12203940749168396,0.9576532244682312
0.12009506672620773,0.9578242897987366,0.1220908984541893,0.9571142792701721
0.11983218044042587,0.9582948088645935,0.11979217082262039,0.9591161012649536
0.11997263133525848,0.957627534866333,0.12170220911502838,0.9574222564697266
0.12022136896848679,0.957627534866333,0.1216994896531105,0.9564213156700134
0.11976602673530579,0.957772970199585,0.12104642391204834,0.9573452472686768
0.11980373412370682,0.9581579566001892,0.12171492725610733,0.9564983248710632
0.12006933987140656,0.9578670859336853,0.12145622819662094,0.9568063020706177
0.11999369412660599,0.9577986598014832,0.12041085958480835,0.9569602608680725
